row,col,6oct,23nov,30nov,28dec
19,28,108,109.6666667,137.375,120.8888889
19,29,50,50.33333333,135,108.1666667
19,30,19.33333333,28.66666667,63.16666667,96
19,31,19.88888889,28.33333333,60.75,104.6666667
19,32,103.3333333,264.1666667,240.25,255.1666667
20,0,8.25,8.5,16.5,37.5
20,1,9.666666667,7.333333333,19.33333333,37
20,2,8.75,8,28,41
20,3,9.75,10,27.66666667,42.75
20,4,9.833333333,8.333333333,21,37.16666667
20,5,9.5,9.5,20.33333333,41.75
20,6,9.333333333,8.666666667,17.5,42.16666667
20,7,8,8.5,16.66666667,43
20,8,7,9,19.2,43.75
20,9,8.333333333,10,22.6,50.33333333
20,10,8.5,14.5,31.66666667,57.5
20,11,9.5,13.5,37.5,62
20,12,9.166666667,15.16666667,39.33333333,74.5
20,13,9.5,52.5,38,74.25
20,14,13,16.5,36.83333333,76.5
20,15,8.5,16,36.25,72.83333333
20,16,6.25,14.75,36,69.25
20,17,6,15.83333333,38,72.66666667
20,18,5.5,15,38.16666667,71.75
20,19,6,17,39.75,72
20,20,5.666666667,15.33333333,39.85714286,75.66666667
20,21,6,16.25,43.33333333,74
20,22,5.5,17.5,46.11111111,76
20,23,7,17.66666667,50.66666667,80
20,24,6.5,16.75,52.55555556,78.75
20,25,7,18.5,47.66666667,77.75
20,26,7.833333333,18.83333333,45.75,73.5
20,27,8.25,18.5,42.5,79.75
20,28,9.166666667,18.5,44,82.5
20,29,11.75,23.25,55.8,93.75
20,30,9.75,23.5,50,97.75
20,31,13,28.83333333,71.16666667,99.33333333
20,32,63.25,33,64,103
21,0,9,7,35,42
21,1,9.166666667,8,20.5,39.66666667
21,2,8.5,8,21.75,38
21,3,9,9.25,22.83333333,41
21,4,9.5,9.166666667,18.5,39
21,5,7.75,9.5,17.66666667,36
21,6,8,9.333333333,17,38.33333333
21,7,7.5,8.5,19,40.75
21,8,8,9.5,19.5,49.5
21,9,9.5,13.5,29.83333333,60.66666667
21,10,10.25,14,34.5,64.75
21,11,8,13,34,62.5
21,12,9,15.33333333,35.5,67.16666667
21,13,7.5,16.5,41,68.5
21,14,9,15.25,35.42857143,67
21,15,7.5,15.33333333,35.66666667,70.5
21,16,5.75,18,39.55555556,74
21,17,5.833333333,14.33333333,37,73.83333333
21,18,5.5,15,37.11111111,76.5
21,19,5.5,16.5,35.66666667,80
21,20,5.666666667,16.16666667,38.75,75.33333333
21,21,6,15,38.75,74.5
21,22,6,16,45.33333333,76
21,23,6.333333333,33.83333333,160,125.8333333
21,24,5.5,19,43.83333333,79
21,25,7,17.5,42,75
21,26,7.5,21.33333333,45.16666667,77.16666667
21,27,6.5,18.75,44.5,77
21,28,7.333333333,19.83333333,42.83333333,83.83333333
21,29,9.5,21.25,55.5,101
21,30,8.5,27.75,57.33333333,103.25
21,31,10,23.33333333,49.66666667,84
21,32,12.75,22.5,49.5,99
22,0,8.5,7.333333333,28.5,42.33333333
22,1,7.888888889,8.555555556,21.33333333,39.33333333
22,2,8.166666667,9.166666667,22.75,37.33333333
22,3,8,8.333333333,18.33333333,34.83333333
22,4,6.555555556,9.111111111,17.5,37.33333333
22,5,6.166666667,9.333333333,17.33333333,40
22,6,5.777777778,9.444444444,17,40.66666667
22,7,6.166666667,13.66666667,23,56.33333333
22,8,7.333333333,16,32.2,63.16666667
22,9,14.55555556,15.44444444,33.66666667,66.11111111
22,10,8,16,36.71428571,66.16666667
22,11,6.833333333,14.16666667,37,65
22,12,6.333333333,14,37.22222222,65.33333333
22,13,6.5,14.83333333,32,65.5
22,14,6.5,13.83333333,34.375,69
22,15,6.666666667,15.66666667,39.5,74.55555556
22,16,6.166666667,16.83333333,42,69.66666667
22,17,5.888888889,15.88888889,40.75,75.33333333
22,18,7.333333333,16,36.16666667,69.5
22,19,5.5,16.66666667,36.5,77.5
22,20,6,17.44444444,38.66666667,76.55555556
22,21,14.16666667,20,50.5,89.83333333
22,22,48.33333333,62.66666667,94,112.3333333
22,23,47.22222222,87.66666667,180,115.5555556
22,24,5.833333333,19.83333333,49.5,85.33333333
22,25,5.833333333,21.33333333,44.5,82.66666667
22,26,7.444444444,20.44444444,43.16666667,84.11111111
22,27,7.333333333,19.5,43,79.16666667
22,28,6.888888889,20.22222222,45.33333333,82.22222222
22,29,8,23,48,90
22,30,8.166666667,25,57.16666667,95.33333333
22,31,9.333333333,22.66666667,47.75,82.77777778
22,32,11,22.5,48,89
23,0,6.75,8.5,21,43.25
23,1,7.5,9.666666667,22,42
23,2,6,9.5,17.66666667,38
23,3,6,9,15.66666667,38
23,4,5.666666667,9.333333333,18,40
23,5,5,10.25,16.66666667,44.5
23,6,4.5,13.83333333,20.66666667,57.66666667
23,7,6.75,14.5,31.22222222,61.25
23,8,7.25,16,37.4,70
23,9,7.333333333,16.66666667,36.83333333,69.5
23,10,7.5,16.25,38,71.75
23,11,7.75,19.75,37.5,67
23,12,5.833333333,12.83333333,37,68.16666667
23,13,5.5,14,35,65.5
23,14,4.5,15,43.33333333,76
23,15,6,16.66666667,39,76.16666667
23,16,6,22.5,41.66666667,81
23,17,19,17,42.5,79.33333333
23,18,5.5,15,35.66666667,79
23,19,5.5,15.75,37,80.5
23,20,7.833333333,17.5,37.5,81.16666667
23,21,52.75,46,53.25,100
23,22,59.75,66,162.1666667,124.25
23,23,68.5,116.3333333,122.5,136.1666667
23,24,15,22.5,51,80
23,25,12,20.25,42,85.5
23,26,13.33333333,22.5,70.66666667,80.5
23,27,14,20.75,79,82.5
23,28,8.666666667,22.5,49,81.5
23,29,7,24.5,58.25,132
23,30,7.5,20.75,45.66666667,80.5
23,31,8.166666667,21.33333333,46,78.66666667
23,32,9,21,46.16666667,85
24,0,6.166666667,9.666666667,21,42.5
24,1,5.444444444,8.333333333,20.33333333,43.33333333
24,2,5.666666667,9.166666667,19,37.33333333
24,3,7,9.666666667,19.33333333,46
24,4,7,9.111111111,20.25,41.88888889
24,5,6.833333333,13,23.83333333,48.16666667
24,6,20.55555556,15.66666667,35,64.44444444
24,7,8.333333333,16,38.66666667,61.5
24,8,8,17.66666667,44,68.33333333
24,9,8.555555556,16.77777778,41.66666667,76.22222222
24,10,7.5,21.66666667,42,69.83333333
24,11,8.5,25.33333333,39.33333333,69.16666667
24,12,6.333333333,15.44444444,41,69.33333333
24,13,6.333333333,15.5,38.83333333,73.66666667
24,14,5.5,17.66666667,44.16666667,76.16666667
24,15,6.555555556,15.77777778,41,78.55555556
24,16,27.66666667,26.33333333,108.6666667,184.6666667
24,17,52.11111111,59.55555556,150,169.3333333
24,18,34.66666667,42.5,46.66666667,93.33333333
24,19,29.5,27.33333333,49.25,88.33333333
24,20,11.11111111,23,45.16666667,91.55555556
24,21,81.66666667,68.16666667,81,142.6666667
24,22,54.33333333,64.66666667,50.66666667,112.3333333
24,23,10.55555556,22.88888889,48,94.66666667
24,24,10.66666667,19.5,45,78.83333333
24,25,7.666666667,18.5,40,82
24,26,10.33333333,33.88888889,73.83333333,85.77777778
24,27,12.33333333,21.33333333,76.25,87
24,28,8.333333333,20.77777778,44.5,81.55555556
24,29,8.666666667,20.16666667,42.25,78.33333333
24,30,8.166666667,18.16666667,42.16666667,75.16666667
24,31,8.333333333,18.22222222,44,76.88888889
24,32,8.833333333,17.83333333,40.125,76.5
25,0,4,8.75,15.5,41.75
25,1,5.5,8.833333333,15.33333333,38.33333333
25,2,6.75,8.75,17,39.25
25,3,7.25,9,19,43
25,4,7.833333333,12.16666667,23.5,48.83333333
25,5,15,15.75,34.66666667,68
25,6,24.83333333,19,47.25,79.66666667
25,7,31,20.5,47.5,90
25,8,8.5,17.75,39,69.25
25,9,8,15.33333333,38.66666667,71
25,10,12,14,40.5,72.5
25,11,9.5,16,43.66666667,72.25
25,12,6.833333333,15.33333333,47,72.16666667
25,13,6.5,17,43.5,74
25,14,6,18.5,42,81.75
25,15,12.33333333,28.5,44.5,94.66666667
25,16,29.5,59.5,75,165
25,17,36,48.66666667,64.5,124.6666667
25,18,11,18,45.83333333,99.25
25,19,11,20,46,98.5
25,20,98.33333333,30.66666667,50.5,106
25,21,383,493.5,417.5,806
25,22,259,382.75,120.8333333,173.75
25,23,15.66666667,29.66666667,54,99
25,24,10,21.5,51.66666667,88.5
25,25,9,21.25,42.75,87.5
25,26,7.5,19,42.85714286,83
25,27,6.5,19.5,44.33333333,84.5
25,28,7.333333333,19.16666667,41.22222222,83.66666667
25,29,7.5,19.5,39.83333333,74
25,30,7,19.5,39.44444444,83.5
25,31,7.333333333,16.66666667,40.33333333,76.83333333
25,32,8,18,39.71428571,73.5
26,0,4,8.75,17.5,40.5
26,1,5,8.166666667,18.5,39.5
26,2,7,9,17,45
26,3,7.5,9,23,46.5
26,4,8.166666667,13.5,39,61.16666667
26,5,17.75,19,48.66666667,75
26,6,18.16666667,19,56,87.83333333
26,7,23.25,18,50.66666667,82.25
26,8,8.25,14,41.5,74
26,9,9.166666667,14.5,43,71
26,10,8,15,48.5,69.5
26,11,8.5,14.75,46.66666667,69.25
26,12,6.5,15.33333333,45,68
26,13,5,15.75,42,76.25
26,14,6.5,17.75,41.25,81.5
26,15,6.833333333,17.5,43.5,82.5
26,16,7,18.5,52.6,83.5
26,17,57.16666667,20,101.4,163.6666667
26,18,9.5,19,45.83333333,123.75
26,19,8.25,19,42.5,90.75
26,20,10,33.33333333,46,97
26,21,196.75,199.75,201.6666667,453.5
26,22,134.5,184.75,98.77777778,145.5
26,23,14.33333333,26.66666667,50.16666667,103.1666667
26,24,12,22.25,49,89.25
26,25,11,23,52.83333333,79
26,26,12,22,48.5,82.66666667
26,27,6.5,20.25,45.5,81
26,28,7.166666667,20.33333333,45.5,86.33333333
26,29,7.25,19,43.5,87.5
26,30,7,19.5,41.16666667,83
26,31,10.16666667,18.16666667,39.5,84.66666667
26,32,9,18.25,40.66666667,81
27,0,5.166666667,8.666666667,18,40.33333333
27,1,4.666666667,10,20.66666667,47.33333333
27,2,14,11.66666667,26.25,52.83333333
27,3,7.666666667,15.83333333,35.66666667,61
27,4,8.444444444,17,36,69.22222222
27,5,14.16666667,17.33333333,57.66666667,75
27,6,72.77777778,77.11111111,64.5,157.2222222
27,7,85.83333333,20.66666667,57.33333333,83.83333333
27,8,16.16666667,21.5,50,74.16666667
27,9,14.77777778,17.55555556,47.33333333,73.11111111
27,10,13.33333333,15.83333333,58.75,72
27,11,11.33333333,14.16666667,53.83333333,75.16666667
27,12,7.222222222,14.88888889,48,71.77777778
27,13,6.166666667,16.5,41.5,73.66666667
27,14,5.833333333,17.16666667,43,81.5
27,15,6.444444444,17.22222222,44.75,85.88888889
27,16,10,19.33333333,65.66666667,148.6666667
27,17,70,101.2222222,106.1111111,177.5555556
27,18,31.83333333,44.16666667,45.25,111.6666667
27,19,9.666666667,18,42.71428571,89.16666667
27,20,8.666666667,18.22222222,51.77777778,84.55555556
27,21,9.833333333,25,65,92.33333333
27,22,9.666666667,20.5,49.83333333,93.5
27,23,7.111111111,19.44444444,43.5,86.55555556
27,24,6.166666667,17.66666667,41.33333333,87
27,25,7.833333333,19.16666667,44.5,85.33333333
27,26,8.333333333,20.88888889,42.66666667,84.44444444
27,27,6.833333333,20.66666667,46,83.83333333
27,28,7,20,43.33333333,88
27,29,7.666666667,20.5,44.5,88.83333333
27,30,7.833333333,20.83333333,45.66666667,81.33333333
27,31,9.333333333,21.88888889,46.25,83.11111111
27,32,9,20.83333333,45,78.5
28,0,6.5,9,24.75,43
28,1,6.166666667,12,27,49.33333333
28,2,9,17.5,34.25,66
28,3,9.5,17,41.5,70
28,4,7.333333333,17,46.25,68.33333333
28,5,6,17,52,70
28,6,20.83333333,16,60,79.16666667
28,7,9.5,15,63.33333333,77
28,8,7.5,21,57.25,75.75
28,9,8.833333333,15.83333333,45.66666667,80.5
28,10,11.5,18,55.66666667,70
28,11,16.5,18,43.44444444,71
28,12,9.5,16,41.5,69.16666667
28,13,7.5,16,41.44444444,72.25
28,14,6.25,18,41.66666667,78.5
28,15,7.333333333,23.66666667,42.28571429,88.5
28,16,45.5,144,113.5,178.5
28,17,91.66666667,119,121.1666667,146.3333333
28,18,11,18.5,53.5,92
28,19,8,18,40,84.5
28,20,8,18.83333333,46,83.16666667
28,21,6,19,45.5,87.5
28,22,7,19.25,47.66666667,83.25
28,23,7.166666667,21.66666667,43.5,85.83333333
28,24,7,19.5,39.66666667,80.25
28,25,8,17,41.25,83.75
28,26,7,18.5,45.83333333,87.5
28,27,6.75,22.5,46.5,86
28,28,7,21.33333333,45.66666667,82.16666667
28,29,7.5,21,44.5,82
28,30,8.25,21.5,50.16666667,84.5
28,31,20.16666667,31.16666667,55,113.5
28,32,31.25,43,67.16666667,89.5
29,0,13.5,11.5,31.25,53
29,1,14,15.16666667,37.33333333,65.83333333
29,2,10,16.5,42,69
29,3,10.5,17.5,44.11111111,78
29,4,9.833333333,17.83333333,51.16666667,78.5
29,5,6,17,55.55555556,77.25
29,6,13,15.33333333,64.83333333,76.66666667
29,7,8.5,13.25,56.88888889,72.5
29,8,6,17,48,72.5
29,9,11.5,13.33333333,43,75.33333333
29,10,9.5,22,44,71
29,11,10,20,41.33333333,84
29,12,8,16.66666667,38,72.66666667
29,13,7,15,38.33333333,74.5
29,14,6,18,43.25,82.5
29,15,6.5,21.16666667,44.33333333,83.83333333
29,16,37.25,48.75,101,108.75
29,17,55,47,127.1666667,131
29,18,80,79,68,118
29,19,12,20,47.33333333,85.75
29,20,9.333333333,20.5,46.25,84.66666667
29,21,8.5,19,47.66666667,89.5
29,22,7,18.5,44.33333333,82.75
29,23,6.833333333,18.83333333,43.25,78.83333333
29,24,7.5,16.5,40.33333333,75.5
29,25,6.25,16.75,43,80
29,26,6.333333333,18,44.33333333,84.16666667
29,27,8,17,44,88.25
29,28,8.166666667,20.5,52,86.16666667
29,29,9.5,21.75,50,93
29,30,10,24,51.66666667,86.5
29,31,70.5,86,72.75,124.6666667
29,32,183.75,141.75,159.1666667,187.5
30,0,307,199.5,157.1428571,120.8333333
30,1,28,27.66666667,70.66666667,98.66666667
30,2,38.5,24,66.4,87.66666667
30,3,13.33333333,19.33333333,59,81.33333333
30,4,8,18,57,81.88888889
30,5,7.166666667,16.16666667,51,83
30,6,7.888888889,16.33333333,58.5,76.66666667
30,7,8.666666667,15.66666667,61,76.83333333
30,8,9.333333333,15,51.5,72
30,9,10.33333333,13.88888889,43.66666667,72
30,10,8.666666667,13.33333333,39,73.66666667
30,11,7,15.5,40.66666667,75
30,12,6,13.44444444,40.5,71.44444444
30,13,6.333333333,15.5,41.66666667,77.66666667
30,14,6.333333333,18,45,82.16666667
30,15,6.444444444,19.11111111,44,84.88888889
30,16,8.166666667,20,45,84.66666667
30,17,77,84.77777778,125,132.7777778
30,18,46.5,51.33333333,69.5,199
30,19,12.16666667,24.5,51,90
30,20,22.11111111,29.11111111,48,93.88888889
30,21,26.33333333,32,47.66666667,88.33333333
30,22,8.666666667,18.83333333,44.6,89.66666667
30,23,7.333333333,17.55555556,41.4,80.44444444
30,24,7.166666667,17.16666667,43,85.5
30,25,6.5,19.33333333,42.5,81
30,26,10.11111111,17.44444444,44.16666667,87.77777778
30,27,10.83333333,18.83333333,45.25,89.66666667
30,28,34.88888889,42.44444444,55.66666667,104.7777778
30,29,62.66666667,59.66666667,121.5,177
30,30,347.3333333,558.3333333,67,421.6666667
30,31,239.6666667,418,125,339.1111111
30,32,79.5,76,133.7142857,164.5
31,0,141.5,396.5,115.3333333,250.25
31,1,119.3333333,189,97.33333333,167.3333333
31,2,76.5,29,78.5,110
31,3,20.5,24.5,62.66666667,88
31,4,13.66666667,20.5,51.25,82.33333333
31,5,11.5,18.75,56.83333333,80.5
31,6,9,17.33333333,51.75,76.83333333
31,7,7.5,16.25,56.33333333,72
31,8,6.5,15,47.75,73.5
31,9,7.5,19.66666667,44.16666667,76.33333333
31,10,8,17,43.5,76
31,11,6.5,15,43.5,78.5
31,12,6,15.33333333,43.75,75.33333333
31,13,6.25,15,44,73.5
31,14,6.75,16.25,41,75
31,15,5.666666667,18.66666667,46,85.66666667
31,16,7,19,47,87.5
31,17,134.1666667,132.5,131.8333333,154
31,18,70.5,51.5,55,128.75
31,19,14.5,23.75,50,103.5
31,20,23,41,79,109.6666667
31,21,35.5,44.5,98,134.75
31,22,9,23.25,52.5,107.75
31,23,7.333333333,18.66666667,42.33333333,87.16666667
31,24,6.5,17.5,42.83333333,87
31,25,13,25,46,99
31,26,28.33333333,46.33333333,58.83333333,111.3333333
31,27,16.75,38.5,62.16666667,95
31,28,57.66666667,70.33333333,86.55555556,126.1666667
31,29,94.75,117.5,177.1666667,159.75
31,30,40,82,688.8888889,265.5
31,31,286.1666667,397,470,451.6666667
31,32,21,41.75,112.125,133
32,0,174.75,235.25,148,262.25
32,1,278.6666667,274.8333333,122.5,222.5
32,2,28.75,39.25,81,116.75
32,3,17,24.5,57.66666667,98.25
32,4,13.16666667,20.66666667,57.25,86.5
32,5,11.5,19.5,56.16666667,84.5
32,6,10.66666667,18,46.5,77.16666667
32,7,8.5,18,46.16666667,79.5
32,8,9.75,15,44.5,71.25
32,9,103.6666667,64.66666667,146.6666667,128
32,10,23.5,27.25,50,86
32,11,8.75,16.25,47.16666667,83
32,12,8.166666667,15.33333333,44.75,77.66666667
32,13,6.5,14.25,44.66666667,77
32,14,7,16.25,43.25,81.25
32,15,6.166666667,19.16666667,47,87.83333333
32,16,7.75,19.75,47.25,92
32,17,12,29.5,53.66666667,116.3333333
32,18,13.5,33,52.75,107
32,19,191,205,144.1666667,127.5
32,20,128.3333333,126.8333333,209.5,209.5
32,21,16,29,65.57142857,117.75
32,22,11,25,67.16666667,117
32,23,9,20.5,54.33333333,94.5
32,24,9,20,52.33333333,95
32,25,8.5,18.5,47.11111111,99
32,26,17.66666667,38,65.55555556,106.6666667
32,27,11.25,29.75,55.5,94.75
32,28,89,67.5,81,144.3333333
32,29,121,109,93.25,179
32,30,20,100,172.5,124
32,31,21,77,80.5,137.3333333
32,32,13.25,28.5,69.5,107
33,0,24.16666667,40.5,117.3333333,105
33,1,346.1111111,276.7777778,194.5,286
33,2,118,182.3333333,141,183.8333333
33,3,25.16666667,35.33333333,66,124.8333333
33,4,20,22,64,86
33,5,15.66666667,22.66666667,55.16666667,82.33333333
33,6,13.22222222,19.11111111,49.5,85.11111111
33,7,10.33333333,18.33333333,46.66666667,81.33333333
33,8,9.166666667,17.16666667,45.75,79
33,9,8.333333333,19.55555556,46,96.88888889
33,10,8,22.5,47,81.5
33,11,7.666666667,17.5,44.33333333,77
33,12,7.777777778,17.11111111,42.25,77.88888889
33,13,6.666666667,16.83333333,44.83333333,79.66666667
33,14,7,17.66666667,45.25,84
33,15,6.111111111,18.55555556,48.71428571,86.88888889
33,16,6,19.16666667,44.5,88.5
33,17,6.111111111,19.11111111,43,87.33333333
33,18,7.333333333,20.83333333,46.66666667,96.16666667
33,19,62.33333333,82.33333333,140.1111111,136
33,20,131.1111111,168.1111111,286.3333333,236.6666667
33,21,31.5,31.83333333,66.125,126.6666667
33,22,32.83333333,29.33333333,107,149.8333333
33,23,17.66666667,55.22222222,105,132.7777778
33,24,10.5,21.5,53,93.33333333
33,25,8,18,48.33333333,92.83333333
33,26,7.222222222,19.11111111,50,87.66666667
33,27,8,20.66666667,48.83333333,89.5
33,28,8.444444444,25.77777778,52.16666667,91
33,29,9.166666667,26.16666667,56,88.33333333
33,30,12.66666667,23.16666667,54,98.33333333
33,31,12.77777778,22.88888889,52,96.22222222
33,32,9.166666667,24.5,54.83333333,97.33333333
34,0,10,16,85.83333333,83.25
34,1,97.5,135.1666667,117.25,134.8333333
34,2,173.25,267,245.5,188.5
34,3,68.5,97.5,83,116.5
34,4,25.66666667,26.33333333,70.66666667,99.83333333
34,5,16.75,23,55.5,85
34,6,12.66666667,19.33333333,52,85.66666667
34,7,9,18,48,80.25
34,8,8.75,17.75,46.5,78.75
34,9,75.16666667,15.33333333,44.5,74.83333333
34,10,6,16,43.33333333,75
34,11,6,16,44.77777778,78
34,12,7,18.33333333,46.66666667,79
34,13,6.5,18,44.22222222,78
34,14,5.5,16,42,79.75
34,15,6.333333333,17.16666667,47.375,83.83333333
34,16,6,17.75,40,84.25
34,17,7,18.5,46.66666667,83.33333333
34,18,8,20.5,46.25,95
34,19,9.75,21.25,56.83333333,104.25
34,20,160,175.6666667,157.5,191.5
34,21,272.5,262,216.1666667,211.5
34,22,122.75,170.75,103.5,179.25
34,23,40.5,45.16666667,100.3333333,131.3333333
34,24,11,22.5,55.5,100.5
34,25,9,18,49.5,87
34,26,7.166666667,18.33333333,51.25,84.66666667
34,27,7,20.5,50.33333333,93.75
34,28,7.5,19.66666667,49,87.66666667
34,29,7,20.25,49.8,83.25
34,30,8.25,20.25,53,76.75
34,31,7.5,22.5,52,88.5
34,32,8.5,23,59.33333333,90.25
35,0,7.833333333,15.83333333,70,80.66666667
35,1,25.77777778,38.88888889,82,123.2222222
35,2,457.1666667,502,286,234.5
35,3,100.3333333,65.83333333,145.8333333,209.1666667
35,4,51.77777778,42,95.44444444,129.4444444
35,5,27.16666667,37,75,114.8333333
35,6,16,22.22222222,55.88888889,86.22222222
35,7,9.666666667,19.16666667,50.22222222,84.16666667
35,8,8.833333333,18.33333333,48.66666667,81.66666667
35,9,76.44444444,16.66666667,45.42857143,80.66666667
35,10,11.66666667,15.5,43,79.5
35,11,9.5,17,48,79.5
35,12,8,18.33333333,48.5,85.88888889
35,13,6.833333333,18,42.66666667,81
35,14,5.833333333,15,39.5,73.33333333
35,15,6.888888889,16.88888889,41.33333333,86.11111111
35,16,7.333333333,26.66666667,60.25,90.66666667
35,17,11.11111111,21.44444444,45,92.55555556
35,18,16.5,28,51,103
35,19,12,23.33333333,57,93.33333333
35,20,76.55555556,65.66666667,136.5,181.2222222
35,21,72.33333333,75.16666667,176,144.3333333
35,22,26.66666667,50.83333333,87,108.1666667
35,23,17.88888889,26.88888889,56.66666667,101.4444444
35,24,15.5,25.83333333,55,94.33333333
35,25,13.66666667,25.66666667,51.33333333,88.83333333
35,26,8.777777778,20,48,84
35,27,7.666666667,18.83333333,51.16666667,89.33333333
35,28,6.111111111,18.55555556,45.5,86.33333333
35,29,7.333333333,18.33333333,45.83333333,86.33333333
35,30,7.5,18.5,49.8,85.5
35,31,7.555555556,20.22222222,51.4,87.77777778
35,32,7.833333333,22.33333333,55.66666667,91
36,0,9,16,65.66666667,86.5
36,1,15.33333333,23.16666667,87.66666667,104.1666667
36,2,159,203.5,266.625,261.75
36,3,436.75,346.5,335.5,306.5
36,4,29.16666667,33.66666667,90.66666667,113
36,5,21.75,27.75,71,115.75
36,6,13.33333333,23.83333333,54.5,96
36,7,10,18.5,52,85
36,8,7.5,20.5,50.6,80
36,9,8,18.66666667,47.66666667,79.66666667
36,10,7.5,18.25,47.5,83
36,11,7.5,18.5,50.66666667,87.5
36,12,7.333333333,19.33333333,47,92.16666667
36,13,7.25,19.5,47.66666667,89.5
36,14,6.5,19,45.25,77.25
36,15,7,17.5,43.5,84.83333333
36,16,22.75,32.5,62.5,165
36,17,59.83333333,45.33333333,65.16666667,107
36,18,11,22.5,69.25,99
36,19,14,25,71,106
36,20,31.16666667,35.33333333,81,108.5
36,21,10.75,20.5,56.33333333,96.5
36,22,9,21,52,98
36,23,8.666666667,21.33333333,46.5,93
36,24,12.25,21.75,46.5,87.75
36,25,8.5,18.5,44,79
36,26,7.833333333,16.5,42.5,81
36,27,7,18.25,47.33333333,89
36,28,6,18.66666667,45,79.83333333
36,29,6.75,18,43.83333333,83.75
36,30,7,20,45.25,87.5
36,31,7.333333333,19.83333333,52,82.83333333
36,32,7,19,51,87.75
37,0,16,22,81,91.5
37,1,68,54.33333333,177,141.3333333
37,2,221.5,340,182.5,173
37,3,344.75,367.5,292.25,302.25
37,4,110.8333333,46.16666667,157.6666667,172
37,5,19,26.5,70,106.5
37,6,16.83333333,23.83333333,61,101.3333333
37,7,11.75,19,51.75,92
37,8,9.5,19.5,50.5,88.5
37,9,8.5,19.16666667,49.66666667,79
37,10,8.5,19.75,48.5,87.5
37,11,7.5,20,48.16666667,84
37,12,8.166666667,19.5,50.5,86
37,13,7.25,20.5,46.66666667,92.5
37,14,7.5,20.25,51,95
37,15,8,18.33333333,40.66666667,84.5
37,16,23,42.75,56,98.5
37,17,140.3333333,162.6666667,151.6666667,150.8333333
37,18,38.75,39.25,65.5,110.75
37,19,16,29.75,55.33333333,95.25
37,20,20.5,28.83333333,84.5,98.33333333
37,21,18.5,26.5,74.66666667,94.5
37,22,11,21.5,50.5,94
37,23,8.5,20.66666667,48,90.66666667
37,24,10.5,19.5,45,81.75
37,25,10,17.5,44.66666667,77.75
37,26,6.333333333,16,43.25,77.5
37,27,7,18.25,44.57142857,84
37,28,5.833333333,18.66666667,45.66666667,79.5
37,29,6.5,18.5,43.44444444,86.25
37,30,6.5,18,44.33333333,89
37,31,6.666666667,19.33333333,48.66666667,86
37,32,7,18,47.66666667,87.5
38,0,20.16666667,24,59.33333333,110
38,1,35.11111111,43.55555556,184,166.1111111
38,2,228,389.8333333,296.6666667,587.5
38,3,654.6666667,347,773.75,1018.333333
38,4,347.6666667,162.2222222,380.5,319.3333333
38,5,20.66666667,29.33333333,83.5,129.3333333
38,6,16,24.55555556,62.33333333,105.7777778
38,7,12.66666667,21.33333333,58.5,97.33333333
38,8,10.83333333,19.66666667,54.83333333,94.5
38,9,9.555555556,20.33333333,51,93.33333333
38,10,9,21.16666667,50.83333333,92.5
38,11,23,20.66666667,49.16666667,92.16666667
38,12,9.333333333,26,49.75,98.55555556
38,13,14.83333333,42.66666667,49,121.5
38,14,38,34.33333333,45,115.3333333
38,15,59.88888889,102.3333333,51,148.2222222
38,16,40.83333333,67.66666667,85,124.3333333
38,17,206.5555556,174.1111111,216.6666667,195.3333333
38,18,183.6666667,188.3333333,160.5,196.3333333
38,19,121.8333333,60.33333333,90.33333333,153.1666667
38,20,53.88888889,30.33333333,64.75,117.5555556
38,21,18.83333333,60.5,74.33333333,118.3333333
38,22,10.5,24.66666667,58.83333333,94.66666667
38,23,8.666666667,20.66666667,46.11111111,87.77777778
38,24,6.666666667,22.16666667,46,85
38,25,9,19.66666667,46,76
38,26,7.444444444,16.33333333,43.33333333,76.88888889
38,27,6.833333333,16.66666667,42.875,79
38,28,6.444444444,18.11111111,43.5,81.88888889
38,29,5.5,17.83333333,42.5,83.33333333
38,30,6.666666667,19,43,87.83333333
38,31,6.666666667,19.88888889,48.66666667,84.44444444
38,32,7.166666667,21.66666667,47.5,85.66666667
39,0,11.25,16.5,49.66666667,100.25
39,1,56,28.66666667,66,148.8333333
39,2,823,953.75,502.3333333,1239.5
39,3,461.75,497,973.5,847
39,4,237.3333333,191.8333333,445.6666667,308.5
39,5,29.5,33.5,84,143.25
39,6,19,26,73.83333333,117
39,7,13.5,22.5,64,105.5
39,8,11,22,61.66666667,105.25
39,9,10.16666667,20.66666667,62.5,98.5
39,10,50.5,24.25,60.66666667,159
39,11,134,253,138,215.5
39,12,124,161,105.3333333,150.6666667
39,13,441,85,184,264
39,14,20,63,65,152
39,15,43.83333333,69.16666667,179.6666667,124.5
39,16,157,148,126.3333333,189.25
39,17,84,109,137.7777778,147.5
39,18,151.5,157,186.6666667,187
39,19,190.5,234.75,198.3333333,217.25
39,20,267.3333333,263.3333333,171,194.6666667
39,21,20.25,29.5,58.88888889,105.5
39,22,15.75,24,52,94.75
39,23,12.83333333,21.33333333,49,87.5
39,24,8.25,20,47,89.75
39,25,7.25,18,48,79.25
39,26,7.166666667,18.33333333,40,78.66666667
39,27,7,16.25,39.16666667,79.5
39,28,7.166666667,18.5,42.5,82.5
39,29,6.5,17,40.33333333,86
39,30,7,20,45,87.5
